"Variable_Name","Name_Length","Code_Display","Code length","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Data_length","Dataset","Subset","Group","Sub-group","Set_group_order","Hash_calc","Version_or_questions","Display_Label","Code_synon","MinVal","MaxVal","DSSAT_var","ICASA_standard","AgMIP_data_entry","AgMIP-rating","DSSAT-rating","APSIM-rating","CropSyst","","","","","","","","","",""
"root_length","11","RLAD","4","RLAD","","","Root length","cm/cm2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ROOT LN cm/cm2",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_length/weight","18","RLWD","4","RLWD","","","Root length to root weight","cm/g","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ROOT L/W cm/g",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_area_flag_leaf","19","LAFD","4","LAFD","","","Leaf area, flag leaf","cm2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","FLAG AREA cm2",".","0","","","1","-1","","","","","","","","","","","","","",""
"specific_leaf_area","18","SLAD","4","SLAD","","","Specific leaf area","cm2/g","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","SLA cm2/g","LAWD","50","1,000","","1","-1","","","","","","","","","","","","","",""
"leaf_area_per_leaf","18","LALD","4","LALD","","","Leaf area per leaf","cm2/leaf","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF AREA cm2",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_area_new","13","LALN","4","LALN","","","Leaf area, new on leaves","cm2/leaf","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_area_per_plant","19","LAPD","4","LAPD","","","Leaf area per plant","cm2/plant","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF AREA cm2/p",".","0","","","1","-1","","","","","","","","","","","","","",""
"flag_time_series_data","21","FLAGTS","6","FLAGTS","","","Flag to identify time series observed data with specific problems or significance","code","text","70","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2013-04-18, CHP","","","","","","1","-1","","","","","","","","","","","","","",""
"growth_stage","12","GSTD","4","GSTD","","","Growth stage","code","text","5","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GROWTH STAGE",".","","","","1","-1","","","","","","","","","","","","","",""
"growth_stage_Zadoks","19","GSTZD","","GSTZD","","","Growth stage according to Zadok's scale","code","text","5","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","","","","","","","","","","","","","","","","","","",""
"growth_stage_Haun","17","GSTHD","","GSTHD","","","Growth stage according to Haun scale","code","text","5","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","","","","","","","","","","","","","","","","","","",""
"growth_stage_BBCH","17","GSTBD","","GSTBD","","","Growth stage according to BBCH scale","code","text","5","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","","","","","","","","","","","","","","","","","","",""
"leaf_number_as_haun_stg","23","LNUM","4","LNUM","","","Leaf number of cereals as Haun stage","code","text","5","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Leaf number",".","","","","1","-1","","","","","","","","","","","","","",""
"crop_age","8","CDAY","4","CDAY","","","Crop age","dap","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Crop age days",".","0","","","1","-1","","","","","","","","","","","","","",""
"crop_age_vegetative_days","24","CDVD","4","CDVD","","","Crop age (vegetative days, e.g., thermal time)","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Crop age vdays",".","0","366","","1","-1","","","","","","","","","","","","","",""
"assimilation_reduc","18","CASM","4","CASM","","","Assimilate reduction, cumulative","g","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ASSIM g CH2O",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_weight/length","18","RWLD","4","RWLD","","","Root weight/length","g/cm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ROOT W/L g/cm",".","0","","","1","-1","","","","","","","","","","","","","",""
"corm_unit_dry_weight","20","OWGD","4","OWGD","","","Corm unit dry weight","g/corm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Corm wt g",".","0","","","1","-1","","","","","","","","","","","","","",""
"lint_weight","11","LIWAD","5","LIWAD","","","Lint weight on sample date","g/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"stem_structural_weight","22","SSAD","4","SSAD","","","Stem structural weight","g/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STRUCTURAL STEM",".","0","","","1","-1","","","","","","","","","","","","","",""
"crop_growth_rate","16","CGRD","4","CGRD","","","Growth rate, crop (=tops+storage)","g/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","CGR g/(m2.d)",".","0","","","1","-1","","","","","","","","","","","","","",""
"carbohydr_accumulation","22","CHAD","4","CHAD","","","Carbohydrate accumulation","g/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","CH2O g/(m2.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"carbohydr_mobilization","22","CMAD","4","CMAD","","","Carbohydrate mobilization","g/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","CH2O MOB g/(m2.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"growth_respiration_daily","24","GRAD","4","GRAD","","","Respiration, growth component (as CH2O)","g/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GR RESP g/(m2.d)","","0","","D","1","-1","","","","","","","","","","","","","",""
"maintenance_respir_CH2O","23","MRAD","4","MRAD","","","Respiration, maintenance (CH2O)","g/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","M RESP g/(m2.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"tops_dry_weight_plant","21","CWPD","4","CWPD","","","Tops dry weight","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Tops wt g/[plant]",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_dry_wt_per_plant","21","LWPD","4","LWPD","","","Leaf dry weight per plant","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF WT g/[plant]ant",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_senesced_dry_weight","24","RSPD","4","RSPD","","","Root senesced dry weight","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Rt senesce g/[plant]",".","0","","","1","-1","","","","","","","","","","","","","",""
"seed_wt_per_plant","17","SDWT","4","SDWT","","","Seed weight per plant","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"stem_dry_wt_per_plant","21","SWPD","4","SWPD","","","Stem dry weight per plant","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STEM WT g/[plant]",".","0","","","1","-1","","","","","","","","","","","","","",""
"carbohydr_pool_reduction","24","DASM","4","DASM","","","Carbohydrate pool reduction","g/([plant].d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ASSIM g CH2O/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"ear_dry_wt_per_shoot","20","EGWS","4","EGWS","","","Ear plus grain dry weight per shoot","g/shoot","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","EAR+gRAIN g/s",".","0","","","1","-1","","","","","","","","","","","","","",""
"basal_wt","8","BWAD","4","BWAD","","","Basal dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Basal weight",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_canopy_dry_wt","18","CDAD","4","CDAD","","","Dead canopy dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Dead canopy",".","0","","","1","-1","","","","","","","","","","","","","",""
"cane_yield_fresh_wt","19","CFAD","4","CFAD","","","Cane fresh yield","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","F cane yl kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"chaff_dry_weight","16","CHWAD","5","CHWAD","","","Chaff weight at a given date","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","CHAFF WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"crown_dry_weight","16","CRAD","4","CRAD","","","Crown dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Crown weight",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_dry_weight","15","CWAD","4","CWAD","","","Tops dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TOPS WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_fresh_weight","17","CFWAD","5","CFWAD","","","Tops fresh weight","Mg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2020-11-18, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_C","6","CCAD","4","CCAD","4","","Carbon in above ground plant parts","kg[C]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2021-02-02, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_material_dry_weight","24","DWAD","4","DWAD","","","Dead material dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","DEAD WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"ear_plus_grain_dry_wt","21","EGWA","4","EGWA","","","Ear plus grain dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","EAR+gRAIN kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"ear_grain_chaff_dry_wt","22","EWAD","4","EWAD","","","Ear (grain+chaff) dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Ear wt. kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"fruit_fresh_weight","18","FFAD","4","FFAD","","","Fruit fresh weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Fruit weight",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_dry_weight","16","GWAD","4","GWAD","","","Grain dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GRAIN WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"yield_dry_matter_content","24","YDM%D","","YDM%D","","","Dry matter content of fresh yield","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2021-02-04, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"yield_moisture_content","22","YM%D","","YM%D","","","Moisture content of fresh yield","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2021-02-04, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"sucrose_commercial_d_wt","23","HCRD","4","HCRD","","","Sucrose, commercial, dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Comm cane sugar",".","0","","","1","-1","","","","","","","","","","","","","",""
"harvest_yield_at_day_dw","23","HWAD","4","HWAD","","","Harvest yield, specified day (dry wt)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","YIELD  kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_leaf_dry_weight","20","LDAD","4","LDAD","","","Dead leaf dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Dead leaf kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_dry_weight","15","LWAD","4","LWAD","","","Leaf dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"nodule_dry_weight","17","NWAD","4","NWAD","","","Nodule dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Nodule wt kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"corm_dry_weight","15","OWAD","4","OWAD","","","Corm dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Corm kg dm/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"panicle_weight","14","PNAD","4","PNAD","","","Panicle weight (grain+structural)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","PANICLE WT g/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"pod_dry_weight","14","PWAD","4","PWAD","","","Pod (ear) dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Pod wt kg/ha","PWTD","0","","","1","-1","","","","","","","","","","","","","",""
"pod_detached_dry_weight","23","PWDD","4","PWDD","","","Pod, detached, dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Detached pod wt",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_root_dry_weight","20","RDAD","4","RDAD","","","Dead root dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Dead root kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_reserves_weight","20","RSAD","4","RSAD","","","Stem reserves weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STEM RESERVES",".","0","","","1","-1","","","","","","","","","","","","","",""
"reserves_weight","15","RSWAD","5","RSWAD","","","Reserves weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","RESERVES kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_dry_weight","15","RWAD","4","RWAD","","","Root dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ROOT WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_plus_chaff","15","SCWA","4","SCWA","","","Stem plus chaff","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STM+CHAFF kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_stem_dry_weight","20","SDAD","4","SDAD","","","Dead stem dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Dead stem kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"seed_P","6","SDPAD","5","SDPAD","","","P content in seed","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"shell_dry_weight","16","SHAD","4","SHAD","","","Shell dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Shell wt kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"shoot_weight","12","SHWAD","5","SHWAD","","","Mass of shoot (leaf + stem) at a given day ","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"sucrose_dry_weight","18","SUAD","4","SUAD","","","Sucrose dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Sucrose  kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"sucker_dry_weight","17","SUGD","4","SUGD","","","Sucker dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Sucker weight",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_dry_weight","15","SWAD","4","SWAD","","","Stem dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STEM WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"total_biomass_dry_wt","20","TDRW","4","TDRW","","","Total biomass without senesced material (dry weight)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Total biomass",".","0","","","1","-1","","","","","","","","","","","","","",""
"tot_crop_wt_w_senesced","22","TDWA","4","TDWA","","","Tops+roots+storage+senesced tissue (dry weight)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TOTAL+D  kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"litter_trash_dry_wt","19","TRAD","4","TRAD","","","Litter (trash) dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Trash DM kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_roots_storage_d_wt","23","TWAD","4","TWAD","","","Tops+roots+storage dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TOTAL WT kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_dry_weight","16","UWAD","4","UWAD","","","Tuber dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Tuber kg dm/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_dry_wt_green_areas","23","WLVG","4","WLVG","","","Leaf dry weight, green areas","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","green lf kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"assimilate_production","21","AWAG","4","AWAG","","","Assimilate production","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ASSIM kg/(ha.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"dead_mater_dry_increase","23","DWAG","4","DWAG","","","Dead material dry increase","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","DEAD WT kg/(ha.d)",".","0","","","0","-1","","","","","","","","","","","","","",""
"senescence_rate_tops","20","SEAD","4","SEAD","","","Senescence rate,tops (dry weight)","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Senesce kg/(ha.d)",".","0","","D","0","-1","","","","","","","","","","","","","",""
"respiration_translocat","22","TRRD","4","TRRD","","","Respiration associated with translocation","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TRANSLOC RESP",".","0","","D","0","-1","","","","","","","","","","","","","",""
"canopy_width","12","CWID","4","CWID","","","Canopy width (for 1 row)","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Canopy width m",".","","","","1","-1","","","","","","","","","","","","","",""
"canopy_length","13","CLND","","CLND","","","Canopy length as soil to tip of longest leaf","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","","","","","","","","","","","","","","","","","","",""
"root_depth","10","RDPD","4","RDPD","","","Root depth, maximum extent at date","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ROOT DEPTH m",".","","","","1","-1","","","","","","","","","","","","","",""
"ear_area_index","14","EAID","4","EAID","","","Ear area index","m2/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Ear area index",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_area_index","15","LAID","4","LAID","","","Leaf area index on a given day","m2/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LAI",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_area_index","15","SAID","4","SAID","","","Stem area index","m2/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STEM AREA INDEX",".","0","","","1","-1","","","","","","","","","","","","","",""
"green_area_index","16","GAID","","GAID","","","Green area index (any green material on plants)","m2/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","","","","","","","","","","","","","","","","","","",""
"leaf_ar_index_live_dead","23","TAID","4","TAID","","","Leaf area index (live+dead)","m2/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Total LAI",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_unit_dry_weight","21","GWGD","4","GWGD","","","Grain unit dry weight","mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","grain wt mg",".","0","","","1","-1","","","","","","","","","","","","","",""
"specif_lf_wt_shaded_noon","24","SLHN","4","SLHN","","","Specific leaf wt, shaded leaves, noon","mg/cm2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","NOON SLW,SHADE",".","0","","D","1","-1","","","","","","","","","","","","","",""
"specif_lf_wt_sunlit_noon","24","SLLN","4","SLLN","","","Specific leaf wt, sunlit leaves, noon","mg/cm2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","NOON SLW,Light",".","0","","D","1","-1","","","","","","","","","","","","","",""
"harvest_yield_fresh_wt","22","HYFAD","5","HYFAD","","","Harvest yield (fresh wt) at a given day","Mg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Field wt Mg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_fresh_weight","18","UYFAD","5","UYFAD","","","Tuber fresh weight","mg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Tuber Mg fm/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_phot_shaded_lf_noon","24","LMHN","4","LMHN","","","Photosynthesis, Pmax for shaded leaves at noon","mg/(m2.s)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","NOON PMAX,SHADE",".","0","","D","1","-1","","","","","","","","","","","","","",""
"leaf_phot_sunlit_lf_noon","24","LMLN","4","LMLN","","","Photosynthesis, Pmax for sunlit leaves at noon","mg/(m2.s)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","NOON PMAX,LIgHT",".","0","","D","1","-1","","","","","","","","","","","","","",""
"CO2_factor_photosynth","21","CO2FP","5","CO2FP","","","CO2 factor for photosynthesis (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","CO2 FACTOR",".","0","1","D","1","-1","","","","","","","","","","","","","",""
"daylength_factor","16","DAYLF","5","DAYLF","","","Daylength factor (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","DAYLENgTH FAC",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"leaf_number_per_stem","20","L#SD","4","LnoSD","","","Leaf number per stem","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF NUMBER",".","","","","1","-1","","","","","","","","","","","","","",""
"leaf_tip_number_per_stem","24","T#SD","4","TnoSD","","","Leaf tip number per stem","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Leaf tip no",".","","","","1","-1","","","","","","","","","","","","","",""
"temp_fact_leaf_growth","21","TFGD","4","TFGD","","","Temperature factor for leaf growth (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TEMP FAC GROWTH","","0","1","D","0","-1","","","","","","","","","","","","","",""
"temp_fact_photosyn","18","TFPD","4","TFPD","","","Temperature factor for photosynthesis (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TEMP FAC PHS","","0","1","D","0","-1","","","","","","","","","","","","","",""
"vernalization_factor","20","VRNF","4","VRNF","","","Vernalization factor (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","VERNALIZE FAC",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"leaf_no_increase_rate","21","L#IR","4","LnoIR","","","Leaf number increase rate","number/day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF # INCREASE",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_appearance_rate","20","LARD","4","LARD","","","Leaf appearance rate","number/day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF APPEARANCE",".","0","","","1","-1","","","","","","","","","","","","","",""
"lf_appear_rate_bio_day_b","24","LRSD","4","LRSD","","","Leaf appearance rate on a biological day basis","number/day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Leaf app rate",".","0","","D","1","-1","","","","","","","","","","","","","",""
"plant_density","13","PLPAD","5","PLPAD","","","Plant density on sampling date","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","","","","","","","","","","","","","","","","","","","","","","",""
"ear_number","10","E#AD","4","EnoAD","","","Ear number","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Ear no./m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"ear_length","10","ELAD","4","ELAD","","","Ear length","cm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2019-08-02, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_number","12","G#AD","4","GnoAD","","","Grain number on sampling date","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GRAIN NO #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
